institution.displayName,institution.state,institution.city,searchData.tuition.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,School Website,searchData.acceptanceRate.rawValue,ID,
The School of Architecture at Taliesin,AZ,Scottsdale,,,N/A,http://www.taliesin.edu/,,1269,
School of the Art Institute of Chicago,IL,Chicago,51875,2893,1120-1340,http://www.saic.edu,58,1270,
School of Visual Arts,NY,New York,41900,3714,1053-1320,http://www.sva.edu/admissions/undergraduate,70,1271,
Schreiner University,TX,Kerrville,30470,1319,960-1130,http://www.schreiner.edu,91,1272,
Scripps College,CA,Claremont,57188,1048,1300-1480,http://www.scrippscollege.edu/,24,1273,
Seattle Central College,WA,Seattle,,,N/A,//www.seattlecentral.edu/,,1274,
Seattle Pacific University,WA,Seattle,45078,2876,1030-1240,http://www.spu.edu,90,1275,
Seattle University,WA,Seattle,46590,4764,1130-1320,http://www.seattleu.edu,76,1276,
Seminole State College of Florida,FL,Sanford,,,N/A,//www.seminolestate.edu,,1277,
Seton Hall University,NJ,South Orange,43780,6136,1150-1310,http://www.shu.edu,70,1278,
Seton Hill University,PA,Greensburg,36856,1710,1020-1240,http://www.setonhill.edu,75,1279,
Shasta College,CA,Redding,,,N/A,//www.shastacollege.edu,,1280,
Shawnee State University,OH,Portsmouth,14189,3097,888-1190,http://www.shawnee.edu,74,1281,
Shaw University,NC,Raleigh,16480,1305,780-910,http://www.shawu.edu,52,1282,
Shenandoah University,VA,Winchester,33242,2034,980-1190,http://www.su.edu,70,1283,
Shepherd University,WV,Shepherdstown,18224,3380,970-1160,https://www.shepherd.edu,89,1284,
Shippensburg University of Pennsylvania,PA,Shippensburg,20536,5501,970-1170,http://www.ship.edu,88,1285,
Shorter University,GA,Rome,22370,1352,880-1090,https://www.shorter.edu/,57,1286,
Siena College,NY,Loudonville,38355,3167,1070-1270,https://www.siena.edu,80,1287,
Siena Heights University,MI,Adrian,27124,2208,870-1090,http://www.sienaheights.edu,69,1288,
Sierra Nevada College,NV,Incline Village,,,910-1140,http://www.sierranevada.edu,69,1289,
Silver Lake College,WI,Manitowoc,,,N/A,http://www.sl.edu,52,1290,
Simmons University,MA,Boston,42066,1837,1130-1300,http://www.simmons.edu,70,1291,
Simon Fraser University,,"Burnaby, British Columbia",,25649,N/A,https://www.sfu.ca,59,1292,
Simpson College,IA,Indianola,40666,1391,1050-1250,http://www.simpson.edu,84,1293,
Simpson University,CA,Redding,,,998-1183,http://www.simpsonu.edu,56,1294,
Sinte Gleska University,SD,Rosebud,,,N/A,//www.sintegleska.edu/,,1295,
Sitting Bull College,ND,Fort Yates,,,N/A,//www.sittingbull.edu/,,1296,
Skagit Valley College,WA,Mount Vernon,,,N/A,//www.pucpr.edu/arecibo,,1297,
Skidmore College,NY,Saratoga Springs,56172,2612,1223-1400,http://www.skidmore.edu,27,1298,
Skyline College,CA,San Bruno,,,N/A,//skylinecollege.edu,,1299,
Slippery Rock University of Pennsylvania,PA,Slippery Rock,14356,7538,1010-1170,http://www.sru.edu/admissions,73,1300,
Smith College,MA,Northampton,54224,2502,1320-1490,https://www.smith.edu,31,1301,
Snow College,UT,Ephraim,,,N/A,https://www.snow.edu/admissions/,100,1302,
Sofia University,CA,Palo Alto,,13,N/A,,,1303,
Soka University of America,CA,Aliso Viejo,34086,428,1180-1410,http://www.soka.edu,39,1304,
Solano Community College,CA,Fairfield,,,N/A,//www.solano.edu,,1305,
Sonoma State University,CA,Rohnert Park,19760,8565,980-1170,http://www.sonoma.edu,92,1306,
South Carolina State University,SC,Orangeburg,21750,2430,860-1010,http://www.scsu.edu,53,1307,
South College,TN,Knoxville,,,N/A,//www.southcollegetn.edu/,,1308,
South Dakota School of Mines and Technology,SD,Rapid City,14820,2304,1160-1363,//www.sdsmt.edu,83,1309,
South Dakota State University,SD,Brookings,12590,10547,1010-1260,http://www.sdstate.edu,92,1310,
Southeastern Baptist Theological Seminary,NC,Wake Forest,,,N/A,http://www.sebts.edu/,,1311,
Southeastern Louisiana University,LA,Hammond,20643,13360,N/A,http://www.southeastern.edu,90,1312,
Southeastern Oklahoma State University,OK,Durant,,,N/A,http://www.se.edu,72,1313,
Southeastern University,FL,Lakeland,25870,7708,960-1170,http://www.seu.edu,48,1314,
Southeast Missouri Hospital College of Nursing and Health Sciences,MO,Cape Girardeau,11691,,N/A,,,1315,
Southeast Missouri State University,MO,Cape Girardeau,13830,10041,1030-1240,http://www.semo.edu,84,1316,
Southern Adventist University,TN,Collegedale,22520,2531,800-900,http://www.southern.edu,93,1317,
Southern Arkansas University,AR,Magnolia,13480,3542,970-1220,http://www.saumag.edu,65,1318,
Southern Baptist Theological Seminary,KY,Louisville,,,N/A,//www.sbts.edu/,,1319,
Southern California Institute of Architecture,CA,Los Angeles,,,N/A,//www.sciarc.edu,,1320,
Southern California University of Health Sciences,CA,Whittier,,,N/A,,,1321,
Southern Connecticut State University,CT,New Haven,23248,8122,920-1130,http://www.southernct.edu/,66,1322,
Southern Illinois University--Carbondale,IL,Carbondale,14904,9552,1020-1300,http://www.siu.edu,72,1323,
Southern Illinois University--Edwardsville,IL,Edwardsville,12219,10833,1010-1220,http://www.siue.edu,87,1324,
Southern Methodist University,TX,Dallas,56560,6479,1280-1460,http://www.smu.edu,51,1325,
Southern Nazarene University,OK,Bethany,,,N/A,http://www.snu.edu,,1326,
Southern New Hampshire University,NH,Manchester,31136,3122,990-1160,http://www.snhu.edu,91,1327,
Southern Oregon University,OR,Ashland,25545,5256,920-1150,http://www.sou.edu,76,1328,
Southern University and A&M College,LA,Baton Rouge,53816,5838,842-957,http://www.subr.edu/,38,1329,
Southern University--New Orleans,LA,New Orleans,,,N/A,http://www.wisc.edu,25,1330,
Southern Utah University,UT,Cedar City,20586,9271,1010-1250,https://www.suu.edu,79,1331,
Southern Virginia University,VA,Buena Vista,17290,,795-1088,,56,1332,
Southern Wesleyan University,SC,Central,,,N/A,http://www.swu.edu,53,1333,
South Florida State College,FL,Avon Park,11859,2910,400-400,//www.southflorida.edu,100,1334,
South Georgia State College,GA,Douglas,,,N/A,http://www.sgsc.edu,,1335,
South Seattle College,WA,Seattle,,,N/A,//www.southseattle.edu,,1336,
South Texas College,TX,McAllen,,,N/A,//www.southtexascollege.edu/,,1337,
South University,GA,Savannah,,,N/A,http://www.southuniversity.edu,,1338,
South University-Tampa,FL,Tampa,,,N/A,,,1339,
Southwest Baptist University,MO,Bolivar,24510,2663,996-1206,http://www.sbuniv.edu,71,1340,
Southwestern Adventist University,TX,Keene,22188,776,900-1145,http://www.swau.edu,55,1341,
Southwestern Assemblies of God University,TX,Waxahachie,,,900-1080,http://www.sagu.edu/,28,1342,
Southwestern Christian College,TX,Terrell,,,N/A,//www.swcc.edu,,1343,
Southwestern Christian University,OK,Bethany,18630,560,890-1035,http://www.swcu.edu/,58,1344,
Southwestern College,KS,Winfield,31650,1346,900-1080,http://www.sckans.edu,55,1345,
Southwestern Oklahoma State University,OK,Weatherford,14235,4450,N/A,http://www.swosu.edu,92,1346,
Southwestern University,TX,Georgetown,43560,1430,1130-1330,http://www.southwestern.edu,45,1347,
Southwest Minnesota State University,MN,Marshall,8648,6444,N/A,http://www.smsu.edu,60,1348,
Southwest University of Visual Arts,AZ,Tucson,,,N/A,//www.suva.edu/,,1349,
Spalding University,KY,Louisville,,,980-1125,http://www.spalding.edu,59,1350,
Spelman College,GA,Atlanta,29972,2171,1080-1220,http://www.spelman.edu,39,1351,
Spokane Community College,WA,Spokane,,,N/A,//www.cunisanjuan.edu,,1352,
Spokane Falls Community College,WA,Spokane,,,N/A,//www.psm.edu,,1353,
Spring Arbor University,MI,Spring Arbor,29630,1807,1025-1230,http://www.arbor.edu/,71,1354,
Springfield College,MA,Springfield,38565,2129,1050-1240,https://springfield.edu/,63,1355,
Spring Hill College,AL,Mobile,40648,1270,1015-1185,http://www.shc.edu,66,1356,
St. Ambrose University,IA,Davenport,31812,2311,1020-1190,http://www.sau.edu,63,1357,
Stanford University,CA,Stanford,53529,7087,1420-1570,http://www.stanford.edu,4,1358,
St. Anselm College,NH,Manchester,41800,2050,1120-1310,http://www.anselm.edu,77,1359,
St. Anthony College of Nursing,IL,Rockford,,,N/A,//www.sacn.edu,,1360,
State College of Florida--Manatee-Sarasota,FL,Bradenton,,,N/A,,,1361,
St. Augustine College,IL,Chicago,,,N/A,//www.staugustinecollege.edu/index.asp,,1362,
St. Augustine's University,NC,Raleigh,17890,767,768-940,http://www.st-aug.edu,63,1363,
St. Bonaventure University,NY,St. Bonaventure,35431,1812,1040-1240,http://www.sbu.edu,73,1364,
St. Catherine University,MN,St. Paul,41614,3283,1100-1275,http://www.stkate.edu,70,1365,
St. Charles Borromeo Seminary,PA,Wynnewood,,,N/A,//www.scs.edu/,,1366,
St. Cloud State University,MN,St. Cloud,16948,11681,960-1235,http://www.stcloudstate.edu,86,1367,
St. Edward's University,TX,Austin,47190,3789,1080-1270,https://www.stedwards.edu,86,1368,
Stephen F. Austin State University,TX,Nacogdoches,22737,,990-1180,http://www.sfasu.edu,65,1369,
Stephens College,MO,Columbia,30950,551,910-1160,http://www.stephens.edu,53,1370,
Sterling College,KS,Sterling,26300,,900-1070,http://www.sterling.edu,52,1371,
Sterling College,VT,Craftsbury Common,,,N/A,//www.sterlingcollege.edu,,1372,
Stetson University,FL,DeLand,47630,3150,1120-1300,http://www.stetson.edu,68,1373,
Stevens Institute of Technology,NJ,Hoboken,54014,3230,1330-1480,http://www.stevens.edu,41,1374,
Stevenson University,MD,Stevenson,37082,3113,1030-1200,http://www.stevenson.edu/,73,1375,
St. Francis College,NY,Brooklyn Heights,26298,2363,850-1120,http://www.sfc.edu,77,1376,
St. Francis Medical Center College of Nursing,IL,Peoria,,,N/A,http://www.sfmccon.edu/,,1377,
St. Francis University,PA,Loretto,36410,2111,1040-1250,http://www.francis.edu/undergraduate_admissions,75,1378,
Stillman College,AL,Tuscaloosa,11292,797,N/A,http://www.stillman.edu,40,1379,
St. John Fisher College,NY,Rochester,35150,2752,1080-1250,http://www.sjfc.edu,64,1380,
St. John's College,IL,Springfield,,,N/A,//www.stjohnscollegespringfield.edu,,1381,
St. John's College,MD,Annapolis,35635,474,1200-1460,http://www.sjc.edu,58,1382,
St. John's College,NM,Santa Fe,36410,320,1200-1410,http://www.sjc.edu,67,1383,
St. John's University,MN,Collegeville,46546,1667,1010-1280,http://www.twocolleges.com,80,1384,
St. John's University,NY,Queens,43000,16884,1070-1270,http://www.stjohns.edu/,73,1385,
St. John Vianney College Seminary,FL,Miami,,,N/A,//www.sjvcs.edu,,1386,
St. Joseph's College,ME,Standish,,,N/A,http://www.sjcme.edu,80,1387,
St. Joseph's College New York,NY,Brooklyn,29200,4091,1020-1200,http://www.sjcny.edu,73,1388,
St. Joseph Seminary College,LA,St. Benedict,,,N/A,//www.sjasc.edu,,1389,
St. Lawrence University,NY,Canton,54846,2441,1180-1350,http://www.stlawu.edu,46,1390,
St. Louis College of Pharmacy,MO,St. Louis,29596,384,1108-1313,http://www.stlcop.edu,71,1391,
St Luke's College,IA,Sioux City,,,N/A,,,1392,
St. Luke's College of Health Sciences,MO,Kansas City,,,N/A,//www.saintlukescollege.edu,,1393,
St. Mary's College of California,CA,Moraga,49188,2689,1060-1250,http://www.stmarys-ca.edu,77,1394,
St. Mary's College of Maryland,MD,St. Marys City,31200,1572,1060-1290,http://www.smcm.edu,80,1395,
St. Mary's University of Minnesota,MN,Winona,36670,1442,1030-1240,http://www.smumn.edu,92,1396,
St. Mary's University of San Antonio,TX,San Antonio,32140,2373,1050-1250,http://www.stmarytx.edu,75,1397,
St. Michael's College,VT,Colchester,47045,1694,1140-1320,http://www.smcvt.edu,83,1398,
St. Norbert College,WI,De Pere,39529,2132,1030-1210,http://www.clayton.edu,78,1399,
Stockton University,NJ,Galloway,20866,8604,1000-1190,http://www.stockton.edu,84,1400,
St. Olaf College,MN,Northfield,49710,3048,1190-1410,http://wp.stolaf.edu/,50,1401,
Stonehill College,MA,Easton,44420,2535,1130-1300,http://www.stonehill.edu,70,1402,
Stony Brook University--SUNY,NY,Stony Brook,28528,17522,1230-1420,http://www.stonybrook.edu,42,1403,
St. Petersburg College,FL,St. Petersburg,8513,29183,920-1120,//www.spcollege.edu/,100,1404,
Strayer University,DC,Washington,,,N/A,http://www.strayer.edu,,1405,
St. Thomas Aquinas College,NY,Sparkill,33050,1862,910-1120,http://www.stac.edu,76,1406,
St. Thomas University,FL,Miami Gardens,,,860-1080,http://www.stu.edu,49,1407,
Suffolk University,MA,Boston,40104,5190,1030-1220,http://www.suffolk.edu,85,1408,
Sullivan University,KY,Louisville,,,N/A,//www.sullivan.edu,,1409,
Sul Ross State University,TX,Alpine,,,805-1020,http://www.sulross.edu,100,1410,
SUNY Buffalo State,NY,Buffalo,18357,8082,860-1130,http://www.buffalostate.edu,61,1411,
SUNY College--Cortland,NY,Cortland,18692,6343,1060-1200,http://www2.cortland.edu/home/,44,1412,
SUNY College of Agriculture and Technology--Cobleskill,NY,Cobleskill,18236,2294,800-1030,http://www.cobleskill.edu,77,1413,
SUNY College of Environmental Science and Forestry,NY,Syracuse,18644,1779,1120-1310,http://www.esf.edu,61,1414,
SUNY College of Technology--Alfred,NY,Alfred,12440,3737,950-1170,http://www.alfredstate.edu,63,1415,
SUNY College of Technology--Canton,NY,Canton,18515,3213,900-1080,http://www.canton.edu/,78,1416,
SUNY College of Technology--Delhi,NY,Delhi,12380,3178,920-1090,http://www.delhi.edu/,64,1417,
SUNY College--Old Westbury,NY,Old Westbury,17923,5429,970-1120,http://www.oldwestbury.edu,78,1418,
SUNY College--Oneonta,NY,Oneonta,17871,,1040-1190,https://suny.oneonta.edu/,60,1419,
SUNY College--Potsdam,NY,Potsdam,18621,3298,1040-1230,http://www.potsdam.edu,64,1420,
SUNY Downstate Medical Center,NY,Brooklyn,,,N/A,//www.downstate.edu/,,1421,
SUNY Empire State College,NY,Saratoga Springs,17185,9307,N/A,http://www.esc.edu,79,1422,
SUNY--Fredonia,NY,Fredonia,18268,4433,970-1170,http://www.fredonia.edu,76,1423,
SUNY--Geneseo,NY,Geneseo,18837,5447,1120-1300,http://www.geneseo.edu,65,1424,
SUNY Maritime College,NY,Throggs Neck,18414,1586,1075-1260,http://www.sunymaritime.edu,72,1425,
SUNY--Morrisville,NY,Morrisville,13740,2986,930-1080,http://www.morrisville.edu,71,1426,
SUNY--New Paltz,NY,New Paltz,18412,6692,1090-1270,http://www.newpaltz.edu,41,1427,
SUNY--Oswego,NY,Oswego,18220,7081,1040-1210,http://www.oswego.edu,54,1428,
SUNY--Plattsburgh,NY,Plattsburgh,18310,5297,1050-1230,http://www.plattsburgh.edu,54,1429,
SUNY Polytechnic Institute--Albany/Utica,NY,Utica,17811,2260,1000-1350,http://www.sunypoly.edu,65,1430,
SUNY Upstate Medical University,NY,Syracuse,,,N/A,//www.upstate.edu,,1431,
Susquehanna University,PA,Selinsgrove,49180,2297,1098-1260,//www.susqu.edu,72,1432,
Swarthmore College,PA,Swarthmore,54656,1559,1380-1550,http://www.swarthmore.edu,9,1433,
Sweet Briar College,VA,Sweet Briar,22020,336,990-1210,http://www.sbc.edu,76,1434,
Syracuse University,NY,Syracuse,53849,15226,1180-1370,https://www.syracuse.edu,50,1435,
Tabor College,KS,Hillsboro,27220,655,950-1160,http://www.tabor.edu,58,1436,
Tacoma Community College,WA,Tacoma,,,N/A,//www.edpuniversity.edu,,1437,
Talladega College,AL,Talladega,13571,1208,539-600,//www.talladega.edu,47,1438,
Tallahassee Community College,FL,Tallahassee,,,N/A,//www.tcc.fl.edu,,1439,
Tarleton State University,TX,Stephenville,21087,11316,970-1150,http://www.tarleton.edu,78,1440,
Taylor University,IN,Upland,35305,2167,1080-1300,http://www.taylor.edu,78,1441,
Temple University,PA,Philadelphia,34126,29484,1130-1320,http://www.temple.edu,59,1442,
Tennessee State University,TN,Nashville,20607,6121,880-1065,http://www.tnstate.edu,52,1443,
Tennessee Technological University,TN,Cookeville,17373,9006,1050-1260,http://www.tntech.edu,76,1444,
Tennessee Wesleyan University,TN,Athens,25150,983,920-1160,http://www.tnwesleyan.edu,62,1445,
Texas A&M International University,TX,Laredo,22134,6992,930-1100,http://www.tamiu.edu,53,1446,
Texas A&M University--College Station,TX,College Station,37726,53743,1170-1380,http://www.tamu.edu,67,1447,
Texas A&M University--Commerce,TX,Commerce,21198,8236,960-1140,http://www.tamuc.edu/,34,1448,
Texas A&M University--Corpus Christi,TX,Corpus Christi,18863,9776,980-1160,https://www.tamucc.edu/,87,1449,
Texas A&M University--Galveston,TX,Galveston,,,N/A,,,1450,
Texas A&M University--Kingsville,TX,Kingsville,21791,6971,940-1130,http://www.tamuk.edu,89,1451,
Texas A&M University--Texarkana,TX,Texarkana,8117,,980-1140,http://www.tamut.edu,93,1452,
Texas Christian University,TX,Fort Worth,49250,9445,1150-1343,http://www.tcu.edu,41,1453,
Texas College,TX,Tyler,,,N/A,//www.texascollege.edu,,1454,
Texas Lutheran University,TX,Seguin,30860,1410,990-1160,http://www.tlu.edu,54,1455,
Texas Southern University,TX,Houston,21623,7604,830-990,http://www.tsu.edu,57,1456,
Texas State University,TX,San Marcos,23917,34187,1010-1180,http://www.uri.edu,78,1457,
Texas Tech University,TX,Lubbock,23770,31957,1070-1240,http://www.ttu.edu,71,1458,
Texas Tech University Health Sciences Center,TX,Lubbock,,,N/A,//www.ttuhsc.edu/,,1459,
Texas Wesleyan University,TX,Fort Worth,30300,1704,975-1090,http://www.txwes.edu,36,1460,
Texas Woman's University,TX,Denton,21930,10390,970-1160,http://www.twu.edu,87,1461,
Thiel College,PA,Greenville,32596,734,860-1080,http://www.thiel.edu,76,1462,
Thomas Aquinas College,CA,Santa Paula,25600,407,1220-1400,http://www.thomasaquinas.edu,78,1463,
Thomas College,ME,Waterville,27720,,N/A,http://www.thomas.edu,,1464,
Thomas Edison State University,NJ,Trenton,9967,14277,N/A,http://www.tesu.edu,,1465,
Thomas Jefferson University,PA,Philadelphia,41715,3604,1060-1240,http://www.jefferson.edu/,58,1466,
Thomas More College of Liberal Arts,NH,Merrimack,21600,90,N/A,//www.thomasmorecollege.edu,100,1467,
Thomas More University,KY,Crestview Hills,32090,2047,960-1120,http://www.thomasmore.edu,90,1468,
Thomas University,GA,Thomasville,,,N/A,http://www.thomasu.edu,23,1469,
Tiffin University,OH,Tiffin,25000,2223,900-1100,http://www.tiffin.edu,69,1470,
Tilburg University,,5000 LE Tilburg,,,N/A,//www.tilburguniversity.nl/,,1471,
Toccoa Falls College,GA,Toccoa Falls,23184,1656,960-1160,http://www.tfc.edu,60,1472,
Tougaloo College,MS,Tougaloo,10854,726,790-1100,http://www.tougaloo.edu,91,1473,
Touro College,NY,New York,20550,5982,1085-1350,http://www.touro.edu/,71,1474,
Towson University,MD,Towson,24334,19818,1060-1200,http://www.towson.edu,79,1475,
Transylvania University,KY,Lexington,40210,989,1100-1310,http://www.transy.edu,89,1476,
Trent University,,"Peterborough, Ontario",,,N/A,//www.trentu.ca/,,1477,
Trevecca Nazarene University,TN,Nashville,26098,2311,1010-1240,http://www.trevecca.edu,64,1478,
Trident University International,CA,Cypress,,,N/A,//www.trident.edu,,1479,
Trine University,IN,Angola,32810,2153,1010-1230,http://www.trine.edu,73,1480,
Trinity Bible College and Graduate School,ND,Ellendale,17006,,N/A,//www.trinitybiblecollege.edu,,1481,
Trinity Christian College,IL,Palos Heights,30950,1063,950-1160,http://www.trnty.edu,80,1482,
Trinity College,CT,Hartford,59050,2182,1300-1460,http://www.trincoll.edu,34,1483,
Trinity College of Nursing & Health Sciences,IL,Rock Island,,,N/A,//www.trinitycollegeqc.edu,,1484,
Trinity International University,IL,Deerfield,33028,996,930-1130,http://www.tiu.edu,75,1485,
Trinity University,TX,San Antonio,44680,2477,1260-1430,http://www.trinity.edu,34,1486,
Trinity Washington University,DC,Washington,,,N/A,http://www.trinitydc.edu,92,1487,
Trinity Western University,,"Langley, British Columbia",,,N/A,http://www.twu.ca/,,1488,
Trocair College,NY,BUffalo,,,N/A,,,1489,
Troy University,AL,Troy,20860,13452,960-1146,https://www.troy.edu/,88,1490,
Truett McConnell University,GA,Cleveland,21122,2919,920-1143,https://truett.edu/,93,1491,
Truman State University,MO,Kirksville,15314,5504,1080-1358,http://www.truman.edu,65,1492,
Tufts University,MA,Medford,58578,5643,1380-1530,http://www.tufts.edu,15,1493,
Tulane University,LA,New Orleans,56800,6773,1350-1490,http://www.tulane.edu,17,1494,
Turtle Mountain Community College,ND,Belcourt,,,N/A,,,1495,
Tusculum University,TN,Greeneville,,,880-1080,http://www.tusculum.edu,89,1496,
Tuskegee University,AL,Tuskegee,22679,2553,860-1060,http://www.tuskegee.edu,52,1497,
Tyler Junior College,TX,Tyler,,,N/A,,,1498,
Union College,KY,Barbourville,27950,,N/A,//www.unionky.edu,63,1499,
Union College,NY,Schenectady,57324,2206,1270-1430,http://www.union.edu,39,1500,
Union College,NE,Lincoln,24620,720,970-1120,http://www.ucollege.edu,62,1501,
Union Institute and University,OH,Cincinnati,16526,,N/A,http://www.myunion.edu,100,1502,
Union University,TN,Jackson,33900,2191,1110-1360,http://www.uu.edu,57,1503,
United States Air Force Academy,CO,USAF Academy,0,4336,1230-1410,http://academyadmissions.com,11,1504,
United States Coast Guard Academy,CT,New London,0,1072,1245-1420,http://www.umes.edu,13,1505,
United States International University--Kenya,,Nairobi,,,N/A,//www.usiu.ac.ke,,1506,
United States Merchant Marine Academy,NY,Kings Point,1050,996,1180-1300,http://www.usmma.edu,15,1507,
United States Military Academy,NY,West Point,0,,1185-1400,https://westpoint.edu,10,1508,
United States Naval Academy,MD,Annapolis,0,4512,1150-1370,http://www.usna.edu,9,1509,
United States Sports Academy,AL,Daphne,,,N/A,http://www.ussa.edu,,1510,
United States University,CA,Chula Vista,,,N/A,,,1511,
United Tribes Technical College,ND,Bismarck,,,N/A,,,1512,
Unity College,ME,Unity,28660,735,1000-1260,http://www.unity.edu,94,1513,
Universidad Adventista de las Antillas,PR,Mayaguez,,,N/A,//www.uaa.edu/esp/,96,1514,
Universidad Central Del Caribe,PR,Bayamon,,,N/A,,,1515,
Universidad del Este,PR,Carolina,,,N/A,http://www.suagm.edu/une/,,1516,
Universidad del Turabo,PR,Gurabo,,,N/A,//www.ut.suagm.edu,53,1517,
Universidad Metropolitana,PR,Rio Piedras,,,N/A,http://www.suagm.edu/,,1518,
Universidad Politecnica de Puerto Rico,PR,Hato Rey,8610,3514,N/A,http://www.pupr.edu,88,1519,
University at Albany--SUNY,NY,Albany,26666,13598,1100-1260,http://www.albany.edu,52,1520,
University at Buffalo--SUNY,NY,Buffalo,27850,21607,1160-1330,http://www.buffalo.edu,56,1521,
University of Advancing Technology,AZ,Tempe,,,N/A,//www.uat.edu,,1522,
University of Akron,OH,Akron,17784,15633,990-1250,http://www.uakron.edu,69,1523,
University of Alabama,AL,Tuscaloosa,30250,33028,1060-1280,http://www.ua.edu,59,1524,
University of Alabama--Birmingham,AL,Birmingham,25380,13836,980-1240,http://www.uab.edu,92,1525,
University of Alabama--Huntsville,AL,Huntsville,23110,7671,1010-1380,https://www.uah.edu/,81,1526,
University of Alaska--Anchorage,AK,Anchorage,25068,14004,1035-1250,http://www.uaa.alaska.edu,81,1527,
University of Alaska--Fairbanks,AK,Fairbanks,24970,,1030-1270,http://www.uaf.edu,77,1528,
University of Alaska--Southeast,AK,Juneau,,,N/A,//www.uas.alaska.edu,71,1529,
University of Alberta,,"Edmonton, Alberta",,31074,N/A,http://www.ualberta.ca/,51,1530,
University of Antelope Valley,CA,Lancaster,,,N/A,//www.uav.edu,,1531,
University of Arizona,AZ,Tucson,36366,35233,1070-1310,http://www.arizona.edu,84,1532,
University of Arkansas,AR,Fayetteville,25872,23386,1100-1290,http://www.uark.edu,77,1533,
University of Arkansas for Medical Sciences,AR,Little Rock,,606,N/A,http://www.uams.edu/,,1534,
University of Arkansas--Fort Smith,AR,Fort Smith,,,N/A,http://www.uafortsmith.edu/Home/Index,,1535,
University of Arkansas--Little Rock,AR,Little Rock,21754,8286,1000-1070,http://www.ualr.edu/,65,1536,
University of Arkansas--Monticello,AR,Monticello,,,N/A,//www.uamont.edu,,1537,
University of Arkansas--Pine Bluff,AR,Pine Bluff,14304,2473,890-1040,http://www.uapb.edu/,44,1538,
University of Baltimore,MD,Baltimore,21076,2569,910-1115,http://www.ubalt.edu,79,1539,
University of Bridgeport,CT,Bridgeport,34100,3415,900-1090,http://www.bridgeport.edu,57,1540,
University of British Columbia,,"Vancouver, British Columbia",,,N/A,//www.you.ubc.ca/ubc/vancouver/,,1541,
University of Calgary,,"Calgary, Alberta",,,N/A,//www.ucalgary.ca/,,1542,
University of California--Berkeley,CA,Berkeley,43176,30853,1300-1530,//www.berkeley.edu,15,1543,
University of California--Davis,CA,Davis,43484,30872,1150-1410,http://www.bridgewater.edu,41,1544,
University of California--Irvine,CA,Irvine,43481,29736,1180-1440,http://www.uci.edu,29,1545,
University of California--Los Angeles,CA,Los Angeles,42218,31577,1270-1520,http://www.ucla.edu/,14,1546,
University of California--Merced,CA,Merced,42530,7881,1000-1190,http://www.ucmerced.edu,66,1547,
University of California--Riverside,CA,Riverside,42819,20581,1110-1330,http://www.ucr.edu,51,1548,
University of California--San Diego,CA,La Jolla,43162,30285,1250-1470,http://www.ucsd.edu/,30,1549,
University of California--Santa Barbara,CA,Santa Barbara,43383,23070,1230-1480,https://www.ucsb.edu/,32,1550,
University of California--Santa Cruz,CA,Santa Cruz,43046,17792,1170-1400,http://www.ucsc.edu,48,1551,
University of Central Arkansas,AR,Conway,15998,9425,970-1170,http://www.uca.edu,91,1552,
University of Central Florida,FL,Orlando,22467,58913,1160-1340,http://www.ucf.edu,43,1553,
University of Central Missouri,MO,Warrensburg,15171,9300,N/A,http://www.ucmo.edu,86,1554,
University of Central Oklahoma,OK,Edmond,18640,13754,N/A,http://www.uco.edu/,78,1555,
University of Charleston,WV,Charleston,30600,1930,906-1143,http://www.ucwv.edu,50,1556,
University of Chicago,IL,Chicago,59298,6552,1490-1570,http://www.uchicago.edu,7,1557,
University of Cincinnati,OH,Cincinnati,26994,26932,1160-1370,http://www.uc.edu,73,1558,
University of Cincinnati--UC Blue Ash College,OH,Cincinnati,,,N/A,//www.rwc.uc.edu/,,1559,
University of Colorado--Boulder,CO,Boulder,38318,30152,1150-1360,http://web.mit.edu/,82,1560,
University of Colorado--Colorado Springs,CO,Colorado Springs,25593,10743,1010-1210,https://www.uccs.edu,91,1561,
University of Colorado--Denver,CO,Denver,32005,16385,1020-1210,http://www.ucdenver.edu,64,1562,
University of Connecticut,CT,Storrs,39894,19133,1210-1420,http://www.uconn.edu,49,1563,
University of Dallas,TX,Irving,42680,1471,1120-1340,http://www.udallas.edu,39,1564,
University of Dayton,OH,Dayton,44100,8617,1110-1310,http://www.udayton.edu,72,1565,
University of Delaware,DE,Newark,34310,19117,1170-1350,http://www.udel.edu/,62,1566,
University of Denver,CO,Denver,52515,5801,1170-1370,http://www.du.edu,56,1567,
University of Detroit Mercy,MI,Detroit,28840,2880,1050-1250,http://www.udmercy.edu,83,1568,
University of Dubuque,IA,Dubuque,35570,1965,850-1100,http://www.dbq.edu,73,1569,
University of Evansville,IN,Evansville,36416,2243,1080-1300,http://www.evansville.edu,69,1570,
University of Findlay,OH,Findlay,35410,3614,1052-1247,http://www.findlay.edu,73,1571,
University of Florida,FL,Gainesville,28658,35491,1280-1440,http://www.ufl.edu,39,1572,
University of Georgia,GA,Athens,31120,29611,1240-1410,http://www.admissions.uga.edu,49,1573,
University of Guam,GU,Mangilao,12860,3421,N/A,,93,1574,
University of Guelph,,"Guelph, Ontario",,,N/A,//www.uoguelph.ca/,,1575,
